blue_style,red_style,map,episode_index,episode_seed,success,blue_score,red_score,win_margin,steps,return,outcome,time_to_first_score,collision_free,zone_coverage,split_detector_first_trigger_step,split_detector_active_steps,split_detector_max_lateral_sep,split_detector_max_teammate_dist,conversion_phase_first_step,carrier_intercept_attempts
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,6,661007,0,0,3,-3,146,-6.491938607272459,loss,37.0,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,6,661007,1,3,2,1,106,-2.3899549833731726,win,33.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,6,661007,0,0,3,-3,131,-7.995068530086428,loss,43.0,1,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,7,661008,0,0,3,-3,157,-8.889121785556199,loss,39.0,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,7,661008,0,0,3,-3,153,-6.210664082318544,loss,36.0,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,7,661008,1,3,1,2,88,-1.6663973669928964,win,33.0,1,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,7,661008,0,1,2,-1,240,-7.707076161663281,loss,43.0,0,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,8,661009,0,0,3,-3,150,-8.131577672000276,loss,33.0,1,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,8,661009,0,0,3,-3,155,-6.671896342741093,loss,35.0,1,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,8,661009,1,3,1,2,101,-1.8279655218066182,win,33.0,1,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,8,661009,0,0,1,-1,240,-10.463619773916434,loss,116.0,0,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,9,661010,0,0,3,-3,123,-7.042931600299198,loss,38.0,1,0.5199999809265137,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,9,661010,0,1,3,-2,124,-4.876339313341305,loss,34.0,1,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,9,661010,1,3,2,1,100,-2.315578659516177,win,32.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,9,661010,0,1,1,0,240,-7.429681509616785,draw,143.0,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,10,661011,0,1,3,-2,116,-4.472470675944351,loss,31.0,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,10,661011,0,0,3,-3,157,-6.854940417833859,loss,35.0,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,10,661011,1,3,2,1,95,-2.8848210236174054,win,34.0,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,10,661011,0,0,2,-2,240,-8.863871166948229,loss,114.0,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,11,661012,0,0,3,-3,224,-10.140213822975056,loss,101.0,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,11,661012,0,1,3,-2,131,-4.8963204658648465,loss,41.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,11,661012,1,3,1,2,101,-2.7741669886272575,win,36.0,1,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,11,661012,1,2,0,2,240,-3.1717495890625287,win,81.0,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,12,661013,0,1,3,-2,141,-6.5392468162754085,loss,36.0,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,12,661013,0,1,3,-2,138,-5.606924614243326,loss,34.0,1,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,12,661013,0,2,3,-1,110,-4.142328316142084,loss,37.0,1,0.7999999523162842,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,12,661013,1,1,0,1,240,-5.473256328055868,win,238.0,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,13,661014,0,0,3,-3,158,-8.113456633203896,loss,36.0,0,0.5199999809265137,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,13,661014,0,1,3,-2,135,-4.559381005703472,loss,40.0,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,13,661014,1,3,1,2,85,-1.3945087495085318,win,36.0,0,0.7999999523162842,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,13,661014,0,0,2,-2,240,-8.07525409583468,loss,136.0,0,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,14,661015,0,0,3,-3,144,-7.489761425968027,loss,34.0,1,0.47999998927116394,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,14,661015,0,0,3,-3,129,-6.11526542835054,loss,37.0,1,0.5199999809265137,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,14,661015,1,3,2,1,103,-3.8463065367832314,win,34.0,0,0.7999999523162842,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,14,661015,0,0,0,0,240,-8.171581112892454,draw,,0,0.35999998450279236,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,15,661016,0,0,3,-3,131,-5.3460416173620615,loss,38.0,0,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,15,661016,0,1,3,-2,131,-4.9258597901207395,loss,36.0,1,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,15,661016,1,3,2,1,99,-2.3157281866297126,win,35.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP6_IMMEDIATE_DUAL_RUSH,map_b_split_lane,15,661016,0,0,2,-2,240,-11.683488628739724,loss,70.0,0,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,0,761001,0,0,0,0,240,-15.7305209285405,draw,,0,0.3999999761581421,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,0,761001,0,0,0,0,240,-16.62745672854362,draw,,0,0.5199999809265137,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,0,761001,1,3,1,2,200,-8.7232663082832,win,69.0,0,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,0,761001,0,0,0,0,240,-19.074985289451433,draw,,0,0.3999999761581421,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,1,761002,0,1,2,-1,240,-11.780282637191704,loss,115.0,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,1,761002,0,0,0,0,240,-18.423195688577835,draw,,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,1,761002,1,1,0,1,240,-14.16356544883456,win,128.0,0,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,1,761002,0,0,0,0,240,-16.502280922839418,draw,,0,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,2,761003,0,0,1,-1,240,-13.18767244546325,loss,82.0,0,0.5199999809265137,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,2,761003,0,0,0,0,240,-17.033935556042707,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,2,761003,1,3,0,3,208,-8.42184240030474,win,129.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,2,761003,0,0,0,0,240,-14.357124515197938,draw,,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,3,761004,0,1,2,-1,240,-13.987394757277798,loss,107.0,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,3,761004,0,0,0,0,240,-16.066277354460908,draw,,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,3,761004,1,2,1,1,240,-12.093574824248208,win,134.0,1,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,3,761004,0,0,0,0,240,-13.203281140478794,draw,,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,4,761005,0,0,0,0,240,-15.321251967630815,draw,,0,0.47999998927116394,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,4,761005,0,0,0,0,240,-16.866762859222945,draw,,0,0.4399999976158142,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,4,761005,0,0,0,0,240,-14.56697027926566,draw,,1,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,4,761005,0,0,0,0,240,-16.478634665196296,draw,,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,5,761006,0,0,0,0,240,-15.828965580381919,draw,,0,0.47999998927116394,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,5,761006,0,0,1,-1,240,-15.640731114457594,loss,218.0,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,5,761006,0,0,1,-1,240,-14.363848933484405,loss,228.0,0,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,5,761006,0,0,1,-1,240,-11.324946260865545,loss,205.0,0,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,6,761007,0,0,1,-1,240,-15.517296117730439,loss,105.0,0,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,6,761007,0,0,2,-2,240,-17.049164728392498,loss,100.0,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,6,761007,1,3,0,3,156,-4.511121121584438,win,111.0,0,0.9599999785423279,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,6,761007,0,0,0,0,240,-14.537396740866825,draw,,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,7,761008,0,0,0,0,240,-15.937514244840713,draw,,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,7,761008,0,0,0,0,240,-16.97335149513674,draw,,0,0.7999999523162842,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,7,761008,1,3,2,1,170,-6.204673196916701,win,55.0,1,1.0,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,7,761008,0,0,0,0,240,-17.128323829267174,draw,,0,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,8,761009,0,0,1,-1,240,-14.714375828480115,loss,148.0,0,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,8,761009,0,0,0,0,240,-15.76290963491192,draw,,0,0.4399999976158142,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,8,761009,0,0,0,0,240,-14.324921936611645,draw,,1,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,8,761009,0,0,1,-1,240,-11.986043782017077,loss,193.0,0,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,9,761010,0,0,1,-1,240,-14.9530235514394,loss,221.0,0,0.4399999976158142,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,9,761010,0,0,0,0,240,-16.540310584096005,draw,,0,0.4399999976158142,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,9,761010,1,3,0,3,83,-0.6784865332592744,win,38.0,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,9,761010,0,0,0,0,240,-16.631624924193602,draw,,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,10,761011,0,1,2,-1,240,-14.955835668399232,loss,74.0,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,10,761011,0,0,0,0,240,-13.44893649725418,draw,,1,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,10,761011,1,3,0,3,89,-0.8686346411413979,win,44.0,1,0.7999999523162842,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,10,761011,0,0,0,0,240,-14.98868254601257,draw,,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,11,761012,0,0,1,-1,240,-16.487700091674924,loss,185.0,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,11,761012,0,0,0,0,240,-17.14700547073153,draw,,1,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,11,761012,0,0,0,0,240,-15.39271390470094,draw,,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,11,761012,0,0,0,0,240,-12.534627226676093,draw,,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,12,761013,0,0,2,-2,240,-14.436981772916624,loss,68.0,0,0.5999999642372131,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,12,761013,0,0,0,0,240,-14.818888611131115,draw,,0,0.5600000023841858,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,12,761013,1,3,1,2,189,-7.639582825562684,win,137.0,0,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,12,761013,0,0,0,0,240,-16.937795289384667,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,13,761014,0,0,0,0,240,-13.015915051248157,draw,,0,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,13,761014,0,0,0,0,240,-14.385272487503244,draw,,1,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,13,761014,0,0,0,0,240,-16.30300562843331,draw,,1,0.9199999570846558,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,13,761014,0,0,0,0,240,-10.797613631788408,draw,,0,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,14,761015,0,1,1,0,240,-14.015863151027588,draw,191.0,0,0.47999998927116394,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,14,761015,0,0,0,0,240,-14.432224370772019,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,14,761015,1,3,0,3,84,-1.1263108349248796,win,41.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,14,761015,0,0,0,0,240,-14.295779628446326,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,15,761016,0,0,1,-1,240,-15.369832188705914,loss,74.0,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,15,761016,0,0,1,-1,240,-15.228695299447281,loss,147.0,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,15,761016,1,3,0,3,97,-1.0797335377137642,win,40.0,1,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,15,761016,0,0,2,-2,240,-12.951207576785237,loss,42.0,0,0.7599999904632568,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,0,861001,0,0,0,0,240,-12.65554678440094,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,0,861001,0,0,0,0,240,-16.68351349295699,draw,,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,0,861001,1,2,0,2,240,-10.783767538863685,win,173.0,1,0.8399999737739563,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,0,861001,0,0,0,0,240,-12.693112353270408,draw,,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,1,861002,0,0,0,0,240,-10.161132440814981,draw,,0,0.6800000071525574,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,1,861002,0,0,0,0,240,-15.71567214661627,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,1,861002,1,3,0,3,112,-2.2782147599791642,win,47.0,1,0.8799999952316284,-1,0,0.0,0.0,-1,0
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,1,861002,0,0,0,0,240,-12.818713538901648,draw,,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,2,861003,0,0,0,0,240,-11.681100288929883,draw,,0,0.6399999856948853,-1,0,0.0,0.0,-1,0
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,2,861003,0,0,0,0,240,-14.481772082930547,draw,,0,0.7199999690055847,-1,0,0.0,0.0,-1,0
