episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
16,40536-1783161550015348100,40536,1071488,38,96,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,103,0.35999998450279236,1,0,5,34,0,10,0,9,0,3,0,3,0,2,0,1,0,1,0,5,31.0,4.681192342517446,1.0,0.5,-0.007099509239196777,0.0,1.0,100.0,-0.20000000298023224,0.5186975002288818
17,40536-1783161550015348100,40536,1071584,38,120,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,241,0.6399999856948853,0,1,7,77,3,26,0,17,2,11,0,3,0,2,0,5,0,1,0,6,179.0,5.4544206674662865,1.0,0.5,-0.00938647985458374,0.0,1.0,100.0,0.0,0.554193377494812
18,40536-1783161550015348100,40536,1071732,38,157,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,126,0.7199999690055847,0,1,13,44,4,7,4,9,2,2,1,2,0,2,1,0,1,0,1,6,43.0,5.340431334480407,1.0,0.5,0.006246596574783325,0.0,1.0,100.0,-0.20000000298023224,0.5193069577217102
19,40536-1783161550015348100,40536,1071928,38,206,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,110,0.7599999904632568,0,1,1,46,3,9,1,9,2,2,0,3,1,1,0,1,1,0,0,5,34.0,4.908046653053978,1.0,1.0,0.002334907650947571,0.0,2.0,200.0,0.0,0.7616554498672485
20,40536-1783161550015348100,40536,1072000,38,224,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,148,0.7199999690055847,1,0,9,37,4,8,8,8,4,2,0,3,0,0,4,2,0,0,3,3,47.0,6.215093664220862,1.0,0.5,-0.012575522065162659,0.03999999910593033,1.0,100.0,0.0,0.5557854175567627
21,40536-1783161550015348100,40536,1072120,38,254,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,0,2,3,-1,134,0.7199999690055847,1,0,4,54,4,12,3,7,1,2,0,2,3,5,0,2,3,0,0,3,58.0,5.629378133745336,-1.0,-0.5,0.004989653825759888,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5872370004653931
22,40536-1783161550015348100,40536,1072456,39,82,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,132,0.7599999904632568,1,0,6,30,4,12,4,8,2,5,1,3,1,0,0,2,1,0,2,5,46.0,6.1229775168678975,1.0,0.5,-0.004511475563049316,0.0,1.0,100.0,0.0,0.5544044971466064
23,40536-1783161550015348100,40536,1072496,39,92,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,191,0.8399999737739563,0,2,8,68,4,16,0,16,3,7,0,3,0,0,0,4,0,0,0,8,44.0,6.213538684145942,1.0,0.5,-0.007701873779296875,0.0,1.0,100.0,-0.20000000298023224,0.5186700224876404
24,40536-1783161550015348100,40536,1072596,39,117,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,119,0.7599999904632568,0,1,2,35,4,7,3,8,2,1,1,2,1,3,0,0,2,0,1,6,35.0,5.759788705521271,1.0,0.5,-0.009405389428138733,0.014999999664723873,1.0,100.0,0.0,0.5548417568206787
25,40536-1783161550015348100,40536,1072660,39,133,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,165,0.7599999904632568,1,0,4,38,5,17,4,10,2,8,0,3,2,0,3,1,1,0,0,7,36.0,6.944357392282197,1.0,0.5,-0.005383163690567017,0.0,1.0,100.0,-0.20000000298023224,0.5187759399414062
26,40536-1783161550015348100,40536,1073000,39,218,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,126,0.7199999690055847,1,0,3,34,3,10,1,14,2,5,0,3,0,0,0,2,0,0,1,8,42.0,5.330508277529762,1.0,0.5,-0.00912204384803772,0.0,1.0,100.0,0.0,0.5542048215866089
27,40536-1783161550015348100,40536,1073052,39,231,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,149,0.7599999904632568,1,0,5,38,2,13,0,16,2,6,0,3,0,0,0,3,0,0,0,7,52.0,5.564883648149119,1.0,0.5,0.008749425411224365,0.0,1.0,100.0,0.0,0.5549782514572144
28,40536-1783161550015348100,40536,1073084,39,239,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,122,0.7599999904632568,1,0,4,31,2,7,2,8,2,2,0,3,0,1,1,1,0,1,0,4,41.0,5.508995681512551,1.0,0.5,-0.008874356746673584,0.0,1.0,100.0,0.0,0.5542155504226685
29,40536-1783161550015348100,40536,1073104,39,244,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,111,0.7999999523162842,0,1,1,26,7,5,9,3,2,1,1,2,3,2,2,0,0,1,4,1,36.0,6.5831298828125,1.0,0.5,-0.0018663108348846436,0.0,1.0,100.0,0.0,0.5545189380645752
30,40536-1783161550015348100,40536,1073428,40,69,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,94,0.6800000071525574,1,0,5,10,2,5,1,10,2,0,0,3,0,2,0,1,1,0,0,8,36.0,6.8338025681515955,1.0,0.5,-0.00913257896900177,0.0,1.0,100.0,0.0,0.5542044043540955
31,40536-1783161550015348100,40536,1073460,40,77,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,115,0.7999999523162842,1,0,1,19,6,5,8,4,4,2,1,2,0,0,2,0,0,0,4,4,42.0,6.710829759680706,1.0,0.5,0.008318200707435608,0.0,1.0,100.0,-0.20000000298023224,0.5194015502929688
32,40536-1783161550015348100,40536,1073476,40,81,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,98,0.3999999761581421,1,0,1,19,0,11,0,9,0,3,0,3,0,3,0,1,0,2,0,6,40.0,5.051665948361767,1.0,0.5,0.008530616760253906,0.0,1.0,100.0,0.0,0.5549688339233398
33,40536-1783161550015348100,40536,1073516,40,91,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,103,0.6800000071525574,1,0,6,17,6,6,1,9,4,1,0,3,0,2,0,2,1,0,0,7,36.0,7.487992666300061,1.0,0.5,-0.007432997226715088,0.0,1.0,100.0,0.0,0.5542780160903931
34,40536-1783161550015348100,40536,1073880,40,182,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,2,1,105,0.6800000071525574,1,0,2,35,5,6,7,4,2,2,1,2,2,1,2,0,1,1,2,2,40.0,6.910107421875,1.0,0.5,0.0033721178770065308,0.0,1.0,100.0,-0.20000000298023224,0.5191757678985596
35,40536-1783161550015348100,40536,1074020,40,217,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,2,1,148,0.7599999904632568,1,0,2,40,12,4,9,6,4,1,2,1,2,1,4,2,1,1,2,2,70.0,6.323651288006757,1.0,0.5,-0.009160801768302917,0.0,1.0,100.0,0.0,0.5542031526565552
36,40536-1783161550015348100,40536,1074072,40,230,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,139,0.7199999690055847,0,2,4,44,4,12,0,13,4,2,0,3,0,2,0,2,0,1,0,8,31.0,5.939763570003373,1.0,0.5,-0.006175100803375244,0.0,1.0,100.0,0.0,0.554332435131073
37,40536-1783161550015348100,40536,1074144,40,248,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,167,0.6399999856948853,1,0,5,55,1,18,0,8,0,9,0,3,0,1,0,0,0,1,0,7,95.0,5.6372201885291915,1.0,0.5,-0.002488076686859131,0.0,1.0,100.0,0.0,0.5544920563697815
38,40536-1783161550015348100,40536,1074236,41,15,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,89,0.6800000071525574,1,0,3,26,5,3,4,5,2,0,1,2,1,1,0,0,1,0,3,4,31.0,5.763536774710323,1.0,0.5,-0.004352360963821411,0.0,1.0,100.0,0.0,0.5544112920761108
39,40536-1783161550015348100,40536,1074420,41,61,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,100,0.6399999856948853,1,0,9,14,1,8,4,10,1,4,0,3,0,0,1,3,0,0,3,5,36.0,7.224493408203125,1.0,0.5,0.0035707056522369385,0.0,1.0,100.0,0.0,0.5547542572021484
40,40536-1783161550015348100,40536,1074516,41,85,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,2,1,93,0.6800000071525574,1,0,2,36,2,6,2,5,1,1,1,2,0,2,0,0,1,1,1,3,31.0,6.102528561827957,1.0,0.5,-0.005852803587913513,0.0,1.0,100.0,0.0,0.5543464422225952
41,40536-1783161550015348100,40536,1074900,41,181,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,207,0.6800000071525574,0,1,23,82,5,23,2,8,4,10,0,3,0,0,1,0,0,0,1,5,34.0,5.20535057178442,1.0,0.5,-0.003005385398864746,0.0,1.0,100.0,0.0,0.554469645023346
42,40536-1783161550015348100,40536,1074908,41,183,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,168,0.6800000071525574,0,2,0,49,5,13,5,8,3,5,0,3,0,2,2,0,1,0,0,7,106.0,6.251618884858631,1.0,0.0,0.0007539540529251099,0.0,0.0,0.0,0.0,0.24496294558048248
43,40536-1783161550015348100,40536,1074956,41,195,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,110,0.6800000071525574,1,0,5,47,3,8,3,8,1,1,0,3,1,3,1,0,1,1,0,5,35.0,5.5199191006747155,1.0,0.0,-0.009598687291145325,0.0,0.0,0.0,0.0,0.24435463547706604
44,40536-1783161550015348100,40536,1075032,41,214,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,153,0.7199999690055847,1,0,2,38,4,11,8,12,4,4,0,3,0,0,4,3,0,0,4,5,45.0,6.694422104779412,1.0,0.5,-0.009074568748474121,0.0,1.0,100.0,-0.20000000298023224,0.5186073184013367
45,40536-1783161550015348100,40536,1075308,42,27,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,102,0.6800000071525574,1,0,7,20,6,4,4,5,3,2,2,1,0,0,1,0,0,0,2,5,38.0,7.049356497970282,1.0,0.5,0.0033424049615859985,0.0,1.0,100.0,0.0,0.5547443628311157
46,40536-1783161550015348100,40536,1075324,42,31,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,104,0.6399999856948853,1,0,4,21,4,4,4,8,3,0,0,3,1,0,1,2,0,1,2,4,40.0,6.494113041804387,1.0,0.5,-0.006179928779602051,0.0,1.0,100.0,0.0,0.5543322563171387
47,40536-1783161550015348100,40536,1075364,42,41,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,83,0.6399999856948853,1,0,9,19,5,3,7,1,3,1,2,1,0,0,1,0,0,0,5,1,33.0,5.877509795039533,1.0,0.5,-0.007358536124229431,0.0,1.0,100.0,0.0,0.5542812347412109
48,40536-1783161550015348100,40536,1075584,42,96,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,157,0.8399999737739563,1,0,11,33,6,8,4,16,4,3,1,2,0,0,1,5,0,0,3,5,36.0,6.687091803095143,1.0,0.5,-0.009520262479782104,0.0,1.0,100.0,0.0,0.5541876554489136
49,40536-1783161550015348100,40536,1075652,42,113,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,86,0.7999999523162842,1,0,7,43,1,11,0,8,1,3,0,3,0,3,0,0,0,1,0,6,35.0,5.4371863076853195,1.0,0.5,-0.007119879126548767,0.0,1.0,100.0,-0.20000000298023224,0.5186966061592102
50,40536-1783161550015348100,40536,1075844,42,161,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,120,0.6399999856948853,0,1,5,30,5,7,4,11,4,2,1,2,0,0,1,4,0,0,2,5,35.0,6.8103490193684895,1.0,0.5,-0.006677255034446716,0.0,1.0,100.0,-0.20000000298023224,0.5187168717384338
51,40536-1783161550015348100,40536,1076076,42,219,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,106,0.6399999856948853,1,0,4,45,5,6,7,4,2,2,1,2,1,1,0,1,1,0,6,3,38.0,6.855626520120873,1.0,0.5,-0.00916968286037445,0.0,1.0,100.0,0.0,0.5542027354240417
52,40536-1783161550015348100,40536,1076164,42,241,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,210,0.7199999690055847,1,0,3,72,11,9,10,3,4,5,2,1,2,0,2,0,0,1,7,2,136.0,6.179870024181548,1.0,0.5,-0.007426157593727112,0.0,1.0,100.0,0.0,0.5542782545089722
53,40536-1783161550015348100,40536,1076180,42,245,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,84,0.5999999642372131,1,0,3,19,6,2,3,4,2,1,2,1,1,0,1,0,0,1,2,3,33.0,6.588117327008929,1.0,0.5,0.004929721355438232,0.0,1.0,100.0,0.0,0.554813027381897
54,40536-1783161550015348100,40536,1076208,42,252,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,156,0.6399999856948853,0,1,8,71,3,17,0,12,3,7,0,3,0,0,0,2,0,0,0,6,90.0,5.691935612605168,1.0,0.5,-0.007541671395301819,0.0,1.0,100.0,-0.20000000298023224,0.518677294254303
55,40536-1783161550015348100,40536,1076532,43,77,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,88,0.5999999642372131,1,0,3,16,2,5,7,5,1,1,0,3,1,1,1,1,1,0,4,3,34.0,6.5670928955078125,1.0,0.5,0.004244968295097351,0.0,1.0,100.0,0.0,0.5547833442687988
56,40536-1783161550015348100,40536,1076596,43,93,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,97,0.6399999856948853,1,0,1,17,1,9,5,9,1,4,0,3,0,0,2,0,0,0,2,8,41.0,6.646396912250323,1.0,0.5,-0.006739169359207153,0.0,1.0,100.0,0.0,0.5543080568313599
57,40536-1783161550015348100,40536,1076696,43,118,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,155,0.7599999904632568,1,0,0,25,7,11,2,12,4,5,1,2,0,0,0,2,0,0,2,9,83.0,6.772044323336694,1.0,0.5,-0.00616222620010376,0.0,1.0,100.0,0.0,0.554332971572876
58,40536-1783161550015348100,40536,1076828,43,151,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,166,0.6800000071525574,0,1,11,59,9,9,3,7,5,2,0,3,0,2,1,0,0,1,1,5,72.0,5.140682726021272,1.0,0.5,-0.002326861023902893,0.0,1.0,100.0,-0.20000000298023224,0.5189155340194702
59,40536-1783161550015348100,40536,1077076,43,213,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,95,0.6399999856948853,1,0,2,11,4,5,3,7,1,2,1,2,1,1,0,1,1,0,1,6,40.0,7.044272332442434,1.0,0.5,-0.008048251271247864,0.0,1.0,100.0,0.0,0.5542513132095337
60,40536-1783161550015348100,40536,1077184,43,240,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,163,0.7999999523162842,1,0,10,65,8,9,4,10,3,4,1,2,2,0,0,3,1,0,2,4,32.0,5.362019731954563,1.0,0.5,-0.008034706115722656,0.0,1.0,100.0,0.0,0.5542519092559814
61,40536-1783161550015348100,40536,1077240,43,254,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,103,0.6399999856948853,1,0,3,66,3,9,0,9,2,2,0,3,1,1,0,0,0,1,0,6,35.0,4.790306017236802,1.0,0.5,-0.00540904700756073,0.0,1.0,100.0,0.0,0.5543655753135681
62,40536-1783161550015348100,40536,1077300,44,13,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,2,1,176,0.6800000071525574,1,0,7,35,1,17,8,11,0,6,0,3,1,4,4,2,0,2,1,4,34.0,6.992091785777699,1.0,0.5,-0.007559135556221008,0.0,1.0,100.0,-0.20000000298023224,0.5186765193939209
63,40536-1783161550015348100,40536,1077456,44,52,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,95,0.7199999690055847,1,0,5,7,4,3,5,3,2,0,2,1,0,2,0,1,0,1,5,0,35.0,7.440544048108553,1.0,0.5,-0.02754451334476471,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5184487104415894
64,40536-1783161550015348100,40536,1077724,44,119,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,106,0.6800000071525574,1,0,3,24,5,6,2,8,3,3,1,2,0,0,0,1,0,0,2,7,32.0,6.9602350198997645,1.0,0.5,-0.008334636688232422,0.0,1.0,100.0,0.0,0.5542389154434204
65,40536-1783161550015348100,40536,1077772,44,131,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,133,0.7599999904632568,0,1,2,46,2,10,3,7,1,5,1,2,0,0,0,2,0,0,3,3,82.0,6.267818135426457,1.0,0.5,-0.007598996162414551,0.0,1.0,100.0,-0.20000000298023224,0.5186747312545776
66,40536-1783161550015348100,40536,1077844,44,149,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,97,0.7199999690055847,1,0,6,22,3,8,0,12,2,4,0,3,0,0,0,2,0,0,0,6,42.0,5.351426586662371,1.0,0.5,0.006434217095375061,0.0,1.0,100.0,-0.20000000298023224,0.5193155407905579
67,40536-1783161550015348100,40536,1077848,44,150,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,166,0.6800000071525574,1,0,0,26,7,11,4,8,6,3,0,3,0,0,1,0,0,0,2,8,33.0,6.978948754000377,1.0,0.5,-0.001933276653289795,0.0,1.0,100.0,0.0,0.554516077041626
68,40536-1783161550015348100,40536,1078140,44,223,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,104,0.6399999856948853,1,0,3,55,3,9,2,10,1,1,0,3,2,3,0,2,1,1,1,5,38.0,6.251609802246094,1.0,0.5,-0.0079222172498703,0.0,1.0,100.0,-0.20000000298023224,0.5186599493026733
69,40536-1783161550015348100,40536,1078172,44,231,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,81,0.7599999904632568,0,1,1,24,3,7,4,6,2,3,1,2,0,0,1,0,0,0,3,5,31.0,6.823662651909722,1.0,0.5,-0.007353648543357849,0.0,1.0,100.0,0.0,0.5542813539505005
70,40536-1783161550015348100,40536,1078248,44,250,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,119,0.8399999737739563,1,0,4,25,4,7,8,4,3,3,1,2,0,0,2,1,0,0,6,1,35.0,7.18272592240021,1.0,0.5,-0.005465343594551086,0.0,1.0,100.0,-0.20000000298023224,0.5187721848487854
71,40536-1783161550015348100,40536,1078392,45,30,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,137,0.5600000023841858,0,1,9,45,0,16,0,12,0,8,0,3,0,0,0,3,0,0,0,5,81.0,5.2023640653512775,1.0,0.5,-0.006370186805725098,0.0,1.0,100.0,0.0,0.5543240308761597
