policy,pole,arm,seed,defender_id,steps,blue,red,win,margin
pi_A,A,plus_one_defender,21000066,0,104,3,0,1,3
pi_A,B,native,21000066,0,85,3,0,1,3
pi_A,B,plus_one_defender,21000066,0,170,3,0,1,3
pi_B,A,native,21000066,0,240,1,0,1,1
pi_B,A,plus_one_defender,21000066,0,98,3,0,1,3
pi_B,B,native,21000066,0,139,3,0,1,3
pi_B,B,plus_one_defender,21000066,0,240,1,0,1,1
pi_A,A,native,21000067,1,240,1,0,1,1
pi_A,A,plus_one_defender,21000067,1,240,1,0,1,1
pi_A,B,native,21000067,1,81,3,0,1,3
pi_A,B,plus_one_defender,21000067,1,240,2,0,1,2
pi_B,A,native,21000067,1,240,1,0,1,1
pi_B,A,plus_one_defender,21000067,1,82,3,0,1,3
pi_B,B,native,21000067,1,86,3,0,1,3
pi_B,B,plus_one_defender,21000067,1,203,3,0,1,3
pi_A,A,native,21000068,2,240,1,0,1,1
pi_A,A,plus_one_defender,21000068,2,240,1,0,1,1
pi_A,B,native,21000068,2,98,3,0,1,3
pi_A,B,plus_one_defender,21000068,2,217,3,1,1,2
pi_B,A,native,21000068,2,240,1,0,1,1
pi_B,A,plus_one_defender,21000068,2,122,3,0,1,3
pi_B,B,native,21000068,2,240,1,0,1,1
pi_B,B,plus_one_defender,21000068,2,240,2,0,1,2
pi_A,A,native,21000069,3,240,1,0,1,1
pi_A,A,plus_one_defender,21000069,3,240,0,0,0,0
pi_A,B,native,21000069,3,120,3,0,1,3
pi_A,B,plus_one_defender,21000069,3,240,1,0,1,1
pi_B,A,native,21000069,3,240,0,0,0,0
pi_B,A,plus_one_defender,21000069,3,240,0,0,0,0
pi_B,B,native,21000069,3,240,1,0,1,1
pi_B,B,plus_one_defender,21000069,3,240,0,0,0,0
pi_A,A,native,21000070,4,240,0,0,0,0
pi_A,A,plus_one_defender,21000070,4,240,0,0,0,0
pi_A,B,native,21000070,4,240,0,0,0,0
pi_A,B,plus_one_defender,21000070,4,240,1,1,0,0
pi_B,A,native,21000070,4,240,1,0,1,1
pi_B,A,plus_one_defender,21000070,4,240,1,0,1,1
pi_B,B,native,21000070,4,240,0,0,0,0
pi_B,B,plus_one_defender,21000070,4,129,3,0,1,3
pi_A,A,native,21000071,5,240,1,0,1,1
pi_A,A,plus_one_defender,21000071,5,240,1,0,1,1
pi_A,B,native,21000071,5,125,3,0,1,3
pi_A,B,plus_one_defender,21000071,5,240,2,0,1,2
pi_B,A,native,21000071,5,240,1,0,1,1
pi_B,A,plus_one_defender,21000071,5,111,3,0,1,3
pi_B,B,native,21000071,5,240,1,0,1,1
pi_B,B,plus_one_defender,21000071,5,240,2,0,1,2
pi_A,A,native,21000072,0,240,1,0,1,1
pi_A,A,plus_one_defender,21000072,0,109,3,0,1,3
pi_A,B,native,21000072,0,144,3,0,1,3
pi_A,B,plus_one_defender,21000072,0,240,1,0,1,1
pi_B,A,native,21000072,0,240,1,0,1,1
pi_B,A,plus_one_defender,21000072,0,240,2,0,1,2
pi_B,B,native,21000072,0,136,3,0,1,3
pi_B,B,plus_one_defender,21000072,0,236,3,0,1,3
pi_A,A,native,21000073,1,240,1,0,1,1
pi_A,A,plus_one_defender,21000073,1,240,0,0,0,0
pi_A,B,native,21000073,1,101,3,0,1,3
pi_A,B,plus_one_defender,21000073,1,240,0,0,0,0
pi_B,A,native,21000073,1,240,1,0,1,1
pi_B,A,plus_one_defender,21000073,1,101,3,0,1,3
pi_B,B,native,21000073,1,240,2,0,1,2
pi_B,B,plus_one_defender,21000073,1,226,3,0,1,3
pi_A,A,native,21000074,2,240,0,0,0,0
pi_A,A,plus_one_defender,21000074,2,98,3,0,1,3
pi_A,B,native,21000074,2,118,3,0,1,3
pi_A,B,plus_one_defender,21000074,2,240,2,0,1,2
pi_B,A,native,21000074,2,240,1,0,1,1
pi_B,A,plus_one_defender,21000074,2,240,1,0,1,1
pi_B,B,native,21000074,2,85,3,0,1,3
pi_B,B,plus_one_defender,21000074,2,220,3,0,1,3
pi_A,A,native,21000075,3,240,1,0,1,1
pi_A,A,plus_one_defender,21000075,3,240,0,0,0,0
pi_A,B,native,21000075,3,237,3,0,1,3
pi_A,B,plus_one_defender,21000075,3,240,1,0,1,1
pi_B,A,native,21000075,3,240,0,0,0,0
pi_B,A,plus_one_defender,21000075,3,240,1,0,1,1
pi_B,B,native,21000075,3,240,1,0,1,1
pi_B,B,plus_one_defender,21000075,3,240,1,0,1,1
pi_A,A,native,21000076,4,240,1,0,1,1
pi_A,A,plus_one_defender,21000076,4,151,3,0,1,3
pi_A,B,native,21000076,4,240,2,0,1,2
pi_A,B,plus_one_defender,21000076,4,240,2,0,1,2
pi_B,A,native,21000076,4,240,1,1,0,0
pi_B,A,plus_one_defender,21000076,4,240,1,1,0,0
pi_B,B,native,21000076,4,240,1,0,1,1
pi_B,B,plus_one_defender,21000076,4,240,0,0,0,0
pi_A,A,native,21000077,5,240,1,0,1,1
pi_A,A,plus_one_defender,21000077,5,240,1,0,1,1
pi_A,B,native,21000077,5,97,3,0,1,3
pi_A,B,plus_one_defender,21000077,5,240,0,0,0,0
pi_B,A,native,21000077,5,240,1,0,1,1
pi_B,A,plus_one_defender,21000077,5,240,1,0,1,1
pi_B,B,native,21000077,5,240,1,0,1,1
pi_B,B,plus_one_defender,21000077,5,240,1,0,1,1
pi_A,A,native,21000078,0,240,2,0,1,2
pi_A,A,plus_one_defender,21000078,0,240,0,0,0,0
pi_A,B,native,21000078,0,240,0,0,0,0
pi_A,B,plus_one_defender,21000078,0,131,3,0,1,3
pi_B,A,native,21000078,0,240,1,0,1,1
pi_B,A,plus_one_defender,21000078,0,240,0,0,0,0
pi_B,B,native,21000078,0,240,0,0,0,0
pi_B,B,plus_one_defender,21000078,0,240,2,0,1,2
pi_A,A,native,21000079,1,240,1,0,1,1
pi_A,A,plus_one_defender,21000079,1,165,3,0,1,3
pi_A,B,native,21000079,1,94,3,0,1,3
pi_A,B,plus_one_defender,21000079,1,240,1,0,1,1
pi_B,A,native,21000079,1,240,1,0,1,1
pi_B,A,plus_one_defender,21000079,1,240,1,0,1,1
pi_B,B,native,21000079,1,84,3,0,1,3
pi_B,B,plus_one_defender,21000079,1,240,1,0,1,1
pi_A,A,native,21000080,2,240,2,1,1,1
pi_A,A,plus_one_defender,21000080,2,240,0,0,0,0
pi_A,B,native,21000080,2,209,3,0,1,3
pi_A,B,plus_one_defender,21000080,2,240,1,0,1,1
pi_B,A,native,21000080,2,240,0,0,0,0
pi_B,A,plus_one_defender,21000080,2,240,0,0,0,0
pi_B,B,native,21000080,2,90,3,0,1,3
pi_B,B,plus_one_defender,21000080,2,240,2,0,1,2
pi_A,A,native,21000081,3,240,1,0,1,1
pi_A,A,plus_one_defender,21000081,3,105,3,0,1,3
pi_A,B,native,21000081,3,199,3,0,1,3
pi_A,B,plus_one_defender,21000081,3,240,2,1,1,1
pi_B,A,native,21000081,3,240,1,0,1,1
pi_B,A,plus_one_defender,21000081,3,123,3,0,1,3
pi_B,B,native,21000081,3,100,3,0,1,3
pi_B,B,plus_one_defender,21000081,3,173,3,0,1,3
pi_A,A,native,21000082,4,240,1,0,1,1
pi_A,A,plus_one_defender,21000082,4,240,1,0,1,1
pi_A,B,native,21000082,4,240,1,0,1,1
pi_A,B,plus_one_defender,21000082,4,93,3,0,1,3
pi_B,A,native,21000082,4,240,1,0,1,1
pi_B,A,plus_one_defender,21000082,4,79,3,0,1,3
pi_B,B,native,21000082,4,86,3,0,1,3
pi_B,B,plus_one_defender,21000082,4,182,3,0,1,3
pi_A,A,native,21000083,5,240,1,0,1,1
pi_A,A,plus_one_defender,21000083,5,113,3,0,1,3
pi_A,B,native,21000083,5,240,0,0,0,0
pi_A,B,plus_one_defender,21000083,5,240,1,0,1,1
pi_B,A,native,21000083,5,240,0,0,0,0
pi_B,A,plus_one_defender,21000083,5,240,1,0,1,1
pi_B,B,native,21000083,5,240,0,0,0,0
pi_B,B,plus_one_defender,21000083,5,240,0,0,0,0
pi_A,A,native,21000084,0,240,1,0,1,1
pi_A,A,plus_one_defender,21000084,0,107,3,0,1,3
pi_A,B,native,21000084,0,161,3,0,1,3
pi_A,B,plus_one_defender,21000084,0,240,2,0,1,2
pi_B,A,native,21000084,0,240,0,0,0,0
pi_B,A,plus_one_defender,21000084,0,130,3,0,1,3
pi_B,B,native,21000084,0,85,3,0,1,3
pi_B,B,plus_one_defender,21000084,0,240,0,0,0,0
pi_A,A,native,21000085,1,240,2,0,1,2
pi_A,A,plus_one_defender,21000085,1,157,3,0,1,3
pi_A,B,native,21000085,1,97,3,0,1,3
pi_A,B,plus_one_defender,21000085,1,240,2,1,1,1
pi_B,A,native,21000085,1,240,1,0,1,1
pi_B,A,plus_one_defender,21000085,1,240,1,0,1,1
pi_B,B,native,21000085,1,240,2,0,1,2
pi_B,B,plus_one_defender,21000085,1,240,0,0,0,0
pi_A,A,native,21000086,2,240,0,0,0,0
pi_A,A,plus_one_defender,21000086,2,129,3,0,1,3
pi_A,B,native,21000086,2,135,3,0,1,3
pi_A,B,plus_one_defender,21000086,2,239,3,0,1,3
pi_B,A,native,21000086,2,240,1,0,1,1
pi_B,A,plus_one_defender,21000086,2,240,2,0,1,2
pi_B,B,native,21000086,2,102,3,0,1,3
pi_B,B,plus_one_defender,21000086,2,150,3,0,1,3
pi_A,A,native,21000087,3,240,1,0,1,1
pi_A,A,plus_one_defender,21000087,3,240,0,0,0,0
pi_A,B,native,21000087,3,240,1,0,1,1
pi_A,B,plus_one_defender,21000087,3,240,2,0,1,2
pi_B,A,native,21000087,3,240,1,0,1,1
pi_B,A,plus_one_defender,21000087,3,115,3,0,1,3
pi_B,B,native,21000087,3,240,1,0,1,1
pi_B,B,plus_one_defender,21000087,3,187,3,1,1,2
pi_A,A,native,21000088,4,240,2,0,1,2
pi_A,A,plus_one_defender,21000088,4,77,3,0,1,3
pi_A,B,native,21000088,4,240,1,0,1,1
pi_A,B,plus_one_defender,21000088,4,240,1,0,1,1
pi_B,A,native,21000088,4,240,2,0,1,2
pi_B,A,plus_one_defender,21000088,4,76,3,0,1,3
pi_B,B,native,21000088,4,240,1,0,1,1
pi_B,B,plus_one_defender,21000088,4,240,1,0,1,1
pi_A,A,native,21000089,5,240,2,0,1,2
pi_A,A,plus_one_defender,21000089,5,91,3,0,1,3
pi_A,B,native,21000089,5,240,2,0,1,2
pi_A,B,plus_one_defender,21000089,5,154,3,0,1,3
pi_B,A,native,21000089,5,240,1,0,1,1
pi_B,A,plus_one_defender,21000089,5,116,3,0,1,3
pi_B,B,native,21000089,5,240,1,0,1,1
pi_B,B,plus_one_defender,21000089,5,240,2,0,1,2
pi_A,A,native,21000090,0,240,0,1,0,-1
pi_A,A,plus_one_defender,21000090,0,240,0,0,0,0
pi_A,B,native,21000090,0,88,3,0,1,3
pi_A,B,plus_one_defender,21000090,0,240,1,0,1,1
pi_B,A,native,21000090,0,240,1,0,1,1
pi_B,A,plus_one_defender,21000090,0,240,2,0,1,2
pi_B,B,native,21000090,0,111,3,0,1,3
pi_B,B,plus_one_defender,21000090,0,240,2,0,1,2
pi_A,A,native,21000091,1,240,0,0,0,0
pi_A,A,plus_one_defender,21000091,1,153,3,1,1,2
pi_A,B,native,21000091,1,100,3,0,1,3
pi_A,B,plus_one_defender,21000091,1,240,0,0,0,0
pi_B,A,native,21000091,1,240,1,0,1,1
pi_B,A,plus_one_defender,21000091,1,240,1,0,1,1
pi_B,B,native,21000091,1,106,3,0,1,3
pi_B,B,plus_one_defender,21000091,1,240,1,0,1,1
pi_A,A,native,21000092,2,240,1,0,1,1
pi_A,A,plus_one_defender,21000092,2,97,3,0,1,3
pi_A,B,native,21000092,2,131,3,0,1,3
pi_A,B,plus_one_defender,21000092,2,240,2,0,1,2
pi_B,A,native,21000092,2,240,1,0,1,1
pi_B,A,plus_one_defender,21000092,2,85,3,0,1,3
pi_B,B,native,21000092,2,87,3,0,1,3
pi_B,B,plus_one_defender,21000092,2,240,1,0,1,1
pi_A,A,native,21000093,3,105,3,0,1,3
pi_A,A,plus_one_defender,21000093,3,91,3,0,1,3
pi_A,B,native,21000093,3,87,3,0,1,3
pi_A,B,plus_one_defender,21000093,3,202,3,0,1,3
pi_B,A,native,21000093,3,240,1,0,1,1
pi_B,A,plus_one_defender,21000093,3,89,3,0,1,3
pi_B,B,native,21000093,3,221,3,0,1,3
pi_B,B,plus_one_defender,21000093,3,240,2,0,1,2
pi_A,A,native,21000094,4,82,3,0,1,3
pi_A,A,plus_one_defender,21000094,4,160,3,0,1,3
pi_A,B,native,21000094,4,127,3,0,1,3
pi_A,B,plus_one_defender,21000094,4,202,3,0,1,3
pi_B,A,native,21000094,4,240,2,0,1,2
pi_B,A,plus_one_defender,21000094,4,240,1,0,1,1
pi_B,B,native,21000094,4,240,2,0,1,2
pi_B,B,plus_one_defender,21000094,4,240,2,2,0,0
pi_A,A,native,21000095,5,240,1,0,1,1
pi_A,A,plus_one_defender,21000095,5,88,3,0,1,3
pi_A,B,native,21000095,5,92,3,0,1,3
pi_A,B,plus_one_defender,21000095,5,240,2,0,1,2
pi_B,A,native,21000095,5,240,1,0,1,1
pi_B,A,plus_one_defender,21000095,5,86,3,0,1,3
pi_B,B,native,21000095,5,84,3,0,1,3
pi_B,B,plus_one_defender,21000095,5,86,3,0,1,3
pi_A,A,native,21000096,0,240,2,0,1,2
pi_A,A,plus_one_defender,21000096,0,240,1,0,1,1
pi_A,B,native,21000096,0,211,3,0,1,3
pi_A,B,plus_one_defender,21000096,0,240,0,0,0,0
pi_B,A,native,21000096,0,240,2,0,1,2
pi_B,A,plus_one_defender,21000096,0,240,2,0,1,2
pi_B,B,native,21000096,0,101,3,0,1,3
pi_B,B,plus_one_defender,21000096,0,152,3,0,1,3
