episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count,vec_schema_version
1,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
6391,0,,,0,0,1,,,0,OP3,snapshot,,3,3,2845,2
6392,0,,,0,0,1,,,0,OP3,scripted,OP3,2,3,2846,2
6393,0,,,0,0,1,,,0,OP3,snapshot,,2,3,2847,2
6394,1,,,0,0,1,,,0,OP3,scripted,OP3,3,1,2848,2
6395,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
2,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
6396,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
6397,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
6398,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
3,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
4,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
6399,0,,,0,0,1,,,0,OP3,scripted,OP3,3,3,2848,2
6400,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
6401,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
6402,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
6403,1,,,0,0,1,,,0,OP3,scripted,OP3,3,2,2848,2
5,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
6404,0,,,0,0,1,,,0,OP3,scripted,OP3,2,3,2848,2
6,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
7,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
8,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
9,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
10,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
11,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
12,1,,,0,0,1,,,0,OP1,scripted,OP1,3,0,0,2
6405,1,,,0,0,1,,,0,OP3,species,,3,2,2849,2
